Scenario,ID,Eta,ETA_VAL,ETA_SE,OMEGA_SD,ETA_SE/OMEGA_SD,SHRINK_SUB_VAR,SHRINK_SUB_SD
WorkFlow,1,nVmax,0.004991,0.142836,0.436830,0.326982,0.106917,0.054970
WorkFlow,2,nVmax,-0.190375,0.231462,0.436830,0.529868,0.280760,0.151920
WorkFlow,3,nVmax,0.033404,0.210167,0.436830,0.481119,0.231476,0.123345
WorkFlow,4,nVmax,-0.080572,0.152294,0.436830,0.348633,0.121545,0.062741
WorkFlow,5,nVmax,-0.034161,0.166782,0.436830,0.381801,0.145772,0.075755
WorkFlow,6,nVmax,0.418509,0.142465,0.436830,0.326133,0.106363,0.054676
WorkFlow,7,nVmax,0.507692,0.136709,0.436830,0.312957,0.097942,0.050233
WorkFlow,8,nVmax,0.118374,0.156924,0.436830,0.359233,0.129049,0.066752
WorkFlow,9,nVmax,-0.058344,0.223951,0.436830,0.512674,0.262834,0.141417
WorkFlow,10,nVmax,0.052346,0.162731,0.436830,0.372528,0.138777,0.071979
WorkFlow,11,nVmax,-0.300940,0.259585,0.436830,0.594247,0.353129,0.195717
WorkFlow,12,nVmax,-0.078157,0.270538,0.436830,0.619322,0.383559,0.214863
WorkFlow,13,nVmax,0.032688,0.186439,0.436830,0.426799,0.182157,0.095653
WorkFlow,14,nVmax,0.188149,0.226783,0.436830,0.519155,0.269522,0.145320
WorkFlow,15,nVmax,-0.273470,0.250449,0.436830,0.573332,0.328709,0.180677
WorkFlow,16,nVmax,0.160848,0.164425,0.436830,0.376404,0.141680,0.073544
WorkFlow,17,nVmax,-0.348092,0.260533,0.436830,0.596418,0.355715,0.197326
WorkFlow,18,nVmax,-0.193954,0.215335,0.436830,0.492949,0.242999,0.129942
WorkFlow,19,nVmax,0.198694,0.171562,0.436830,0.392743,0.154247,0.080352
WorkFlow,20,nVmax,-0.698891,0.307293,0.436830,0.703460,0.494856,0.289265
WorkFlow,21,nVmax,0.188725,0.184903,0.436830,0.423283,0.179168,0.094002
WorkFlow,22,nVmax,-0.344126,0.256659,0.436830,0.587549,0.345214,0.190811
WorkFlow,23,nVmax,0.145757,0.194155,0.436830,0.444463,0.197548,0.104203
WorkFlow,24,nVmax,-0.382426,0.281037,0.436830,0.643356,0.413907,0.234433
