Scenario,ID,Eta,ETA_VAL,ETA_SE,OMEGA_SD,ETA_SE/OMEGA_SD,SHRINK_SUB_VAR,SHRINK_SUB_SD
WorkFlow,1,nVmax,0.177177,0.236114,0.501824,0.470512,0.221381,0.117606
WorkFlow,2,nVmax,-0.330370,0.246755,0.501824,0.491718,0.241786,0.129245
WorkFlow,3,nVmax,0.033207,0.275474,0.501824,0.548945,0.301341,0.164142
WorkFlow,4,nVmax,0.279679,0.322085,0.501824,0.641830,0.411945,0.233153
WorkFlow,5,nVmax,0.026974,0.221034,0.501824,0.440461,0.194006,0.102228
WorkFlow,6,nVmax,-0.020598,0.267763,0.501824,0.533580,0.284708,0.154251
WorkFlow,7,nVmax,-0.008068,0.269841,0.501824,0.537720,0.289143,0.156877
WorkFlow,8,nVmax,0.356351,0.321676,0.501824,0.641015,0.410900,0.232471
WorkFlow,9,nVmax,-0.090327,0.197165,0.501824,0.392897,0.154368,0.080417
WorkFlow,10,nVmax,0.126225,0.282126,0.501824,0.562201,0.316070,0.172999
WorkFlow,11,nVmax,0.035611,0.263420,0.501824,0.524927,0.275548,0.148852
WorkFlow,12,nVmax,0.078846,0.229532,0.501824,0.457397,0.209212,0.110737
WorkFlow,13,nVmax,-0.061081,0.267052,0.501824,0.532163,0.283197,0.153358
WorkFlow,14,nVmax,0.114763,0.273622,0.501824,0.545255,0.297303,0.161730
WorkFlow,15,nVmax,-0.991295,0.238135,0.501824,0.474540,0.225188,0.119766
WorkFlow,16,nVmax,0.226399,0.258805,0.501824,0.515728,0.265976,0.143248
WorkFlow,17,nVmax,-0.659836,0.188091,0.501824,0.374816,0.140487,0.072901
WorkFlow,18,nVmax,-0.045798,0.260129,0.501824,0.518367,0.268704,0.144842
WorkFlow,19,nVmax,-0.394556,0.226840,0.501824,0.452032,0.204333,0.107998
WorkFlow,20,nVmax,0.334006,0.252778,0.501824,0.503718,0.253732,0.136132
WorkFlow,21,nVmax,0.349290,0.241991,0.501824,0.482224,0.232540,0.123952
WorkFlow,22,nVmax,0.313136,0.308263,0.501824,0.614285,0.377346,0.210916
WorkFlow,23,nVmax,0.147307,0.269216,0.501824,0.536476,0.287806,0.156084
WorkFlow,24,nVmax,0.301323,0.315027,0.501824,0.627764,0.394088,0.221596
WorkFlow,25,nVmax,0.629622,0.303680,0.501824,0.605154,0.366211,0.203891
WorkFlow,26,nVmax,0.371929,0.320812,0.501824,0.639293,0.408695,0.231037
WorkFlow,27,nVmax,0.037216,0.266058,0.501824,0.530182,0.281093,0.152116
WorkFlow,28,nVmax,-0.164712,0.304122,0.501824,0.606035,0.367278,0.204562
WorkFlow,29,nVmax,-0.565041,0.165070,0.501824,0.328941,0.108202,0.055649
WorkFlow,30,nVmax,0.349523,0.307361,0.501824,0.612488,0.375141,0.209520
WorkFlow,31,nVmax,-0.623069,0.206679,0.501824,0.411857,0.169626,0.088751
WorkFlow,32,nVmax,0.517918,0.305857,0.501824,0.609490,0.371479,0.207207
