Scenario,ID,Eta,ETA_VAL,ETA_SE,OMEGA_SD,ETA_SE/OMEGA_SD,SHRINK_SUB_VAR,SHRINK_SUB_SD
WorkFlow,1,nVmax,0.165616,0.125597,0.369877,0.339564,0.115304,0.059417
WorkFlow,2,nVmax,0.283106,0.107237,0.369877,0.289927,0.084058,0.042951
WorkFlow,3,nVmax,-0.652328,0.292131,0.369877,0.789804,0.623791,0.386641
WorkFlow,4,nVmax,0.022935,0.186185,0.369877,0.503371,0.253382,0.135929
WorkFlow,5,nVmax,-0.512445,0.240158,0.369877,0.649291,0.421579,0.239460
WorkFlow,6,nVmax,-0.119066,0.148515,0.369877,0.401525,0.161223,0.084152
WorkFlow,7,nVmax,0.417504,0.080021,0.369877,0.216343,0.046804,0.023683
WorkFlow,8,nVmax,0.087901,0.151946,0.369877,0.410802,0.168758,0.088275
WorkFlow,9,nVmax,0.000327,0.160242,0.369877,0.433230,0.187689,0.098717
WorkFlow,10,nVmax,-0.414318,0.247467,0.369877,0.669051,0.447629,0.256783
WorkFlow,11,nVmax,-0.105483,0.219002,0.369877,0.592094,0.350575,0.194131
WorkFlow,12,nVmax,-0.220078,0.220529,0.369877,0.596221,0.355479,0.197179
WorkFlow,13,nVmax,0.169331,0.089479,0.369877,0.241915,0.058523,0.029703
WorkFlow,14,nVmax,-0.178309,0.142443,0.369877,0.385109,0.148309,0.077129
WorkFlow,15,nVmax,0.035325,0.176663,0.369877,0.477627,0.228128,0.121437
WorkFlow,16,nVmax,-0.325713,0.214538,0.369877,0.580026,0.336430,0.185402
WorkFlow,17,nVmax,0.618057,0.051784,0.369877,0.140003,0.019601,0.009849
WorkFlow,18,nVmax,0.101925,0.148834,0.369877,0.402389,0.161917,0.084531
WorkFlow,19,nVmax,-0.121890,0.209946,0.369877,0.567610,0.322181,0.176702
WorkFlow,20,nVmax,0.428190,0.089001,0.369877,0.240624,0.057900,0.029382
WorkFlow,21,nVmax,-0.541248,0.272467,0.369877,0.736642,0.542641,0.323717
WorkFlow,22,nVmax,0.012905,0.191778,0.369877,0.518490,0.268832,0.144916
WorkFlow,23,nVmax,-0.076389,0.202170,0.369877,0.546588,0.298758,0.162598
WorkFlow,24,nVmax,0.660143,0.043444,0.369877,0.117456,0.013796,0.006922
WorkFlow,25,nVmax,-0.062731,0.175117,0.369877,0.473447,0.224152,0.119178
WorkFlow,26,nVmax,-0.775550,0.296699,0.369877,0.802155,0.643452,0.402884
WorkFlow,27,nVmax,-0.179487,0.187140,0.369877,0.505952,0.255988,0.137439
WorkFlow,28,nVmax,0.171060,0.065639,0.369877,0.177462,0.031493,0.015872
WorkFlow,29,nVmax,-0.012457,0.138850,0.369877,0.375395,0.140922,0.073135
WorkFlow,30,nVmax,-0.040459,0.185662,0.369877,0.501955,0.251958,0.135106
WorkFlow,31,nVmax,0.090527,0.201117,0.369877,0.543740,0.295653,0.160746
WorkFlow,32,nVmax,0.032388,0.144302,0.369877,0.390135,0.152205,0.079242
WorkFlow,33,nVmax,0.778996,0.054488,0.369877,0.147313,0.021701,0.010910
WorkFlow,34,nVmax,-0.399113,0.217698,0.369877,0.588569,0.346413,0.191553
WorkFlow,35,nVmax,-0.217025,0.119031,0.369877,0.321813,0.103564,0.053197
WorkFlow,36,nVmax,-0.113438,0.154111,0.369877,0.416654,0.173600,0.090935
WorkFlow,37,nVmax,-0.338221,0.247060,0.369877,0.667951,0.446158,0.255794
WorkFlow,38,nVmax,0.191793,0.096784,0.369877,0.261666,0.068469,0.034841
WorkFlow,39,nVmax,0.307131,0.120195,0.369877,0.324960,0.105599,0.054272
WorkFlow,40,nVmax,0.336372,0.108068,0.369877,0.292173,0.085365,0.043635
WorkFlow,41,nVmax,0.656372,0.052343,0.369877,0.141513,0.020026,0.010064
WorkFlow,42,nVmax,0.100754,0.117560,0.369877,0.317836,0.101020,0.051854
WorkFlow,43,nVmax,0.355124,0.135678,0.369877,0.366820,0.134557,0.069708
WorkFlow,44,nVmax,0.039382,0.136729,0.369877,0.369662,0.136650,0.070834
WorkFlow,45,nVmax,-0.218381,0.207627,0.369877,0.561340,0.315103,0.172415
WorkFlow,46,nVmax,0.256878,0.069687,0.369877,0.188405,0.035496,0.017909
WorkFlow,47,nVmax,0.230526,0.139005,0.369877,0.375815,0.141237,0.073305
WorkFlow,48,nVmax,0.073106,0.166729,0.369877,0.450769,0.203193,0.107359
WorkFlow,49,nVmax,-0.348265,0.234249,0.369877,0.633315,0.401088,0.226106
WorkFlow,50,nVmax,0.116893,0.151631,0.369877,0.409951,0.168059,0.087892
WorkFlow,51,nVmax,-0.234265,0.186719,0.369877,0.504812,0.254836,0.136771
WorkFlow,52,nVmax,-0.066689,0.182932,0.369877,0.494575,0.244604,0.130865
WorkFlow,53,nVmax,0.415676,0.107528,0.369877,0.290714,0.084514,0.043190
WorkFlow,54,nVmax,0.421262,0.058366,0.369877,0.157798,0.024900,0.012529
WorkFlow,55,nVmax,0.421976,0.099915,0.369877,0.270129,0.072970,0.037176
WorkFlow,56,nVmax,0.040475,0.199899,0.369877,0.540446,0.292082,0.158621
WorkFlow,57,nVmax,-0.303103,0.236334,0.369877,0.638952,0.408260,0.230754
WorkFlow,58,nVmax,0.007374,0.108067,0.369877,0.292170,0.085363,0.043633
WorkFlow,59,nVmax,-0.328348,0.243226,0.369877,0.657587,0.432420,0.246621
WorkFlow,60,nVmax,0.119241,0.112953,0.369877,0.305380,0.093257,0.047769
