Scenario,ID,Eta,ETA_VAL,ETA_SE,OMEGA_SD,ETA_SE/OMEGA_SD,SHRINK_SUB_VAR,SHRINK_SUB_SD
WorkFlow,1,nVmax,0.313826,0.062011,0.305851,0.202748,0.041107,0.020769
WorkFlow,2,nVmax,0.311424,0.071583,0.305851,0.234047,0.054778,0.027775
WorkFlow,3,nVmax,-0.245934,0.192331,0.305851,0.628838,0.395438,0.222464
WorkFlow,4,nVmax,0.029929,0.136448,0.305851,0.446127,0.199029,0.105030
WorkFlow,5,nVmax,-0.367698,0.197445,0.305851,0.645561,0.416750,0.236292
WorkFlow,6,nVmax,0.006616,0.097165,0.305851,0.317687,0.100925,0.051804
WorkFlow,7,nVmax,-0.325524,0.201326,0.305851,0.658248,0.433291,0.247199
WorkFlow,8,nVmax,0.048506,0.171040,0.305851,0.559228,0.312736,0.170986
WorkFlow,9,nVmax,0.438259,0.080442,0.305851,0.263011,0.069175,0.035207
WorkFlow,10,nVmax,-0.440155,0.221112,0.305851,0.722941,0.522644,0.309090
WorkFlow,11,nVmax,-0.157145,0.196166,0.305851,0.641379,0.411367,0.232776
WorkFlow,12,nVmax,-0.107919,0.092929,0.305851,0.303836,0.092317,0.047276
WorkFlow,13,nVmax,0.283499,0.079050,0.305851,0.258459,0.066801,0.033978
WorkFlow,14,nVmax,0.269846,0.061286,0.305851,0.200378,0.040151,0.020281
WorkFlow,15,nVmax,0.034091,0.117348,0.305851,0.383677,0.147208,0.076532
WorkFlow,16,nVmax,-0.161687,0.197790,0.305851,0.646687,0.418203,0.237244
WorkFlow,17,nVmax,-0.076913,0.097280,0.305851,0.318063,0.101164,0.051930
WorkFlow,18,nVmax,-0.662722,0.262296,0.305851,0.857595,0.735470,0.485675
WorkFlow,19,nVmax,-0.023812,0.074070,0.305851,0.242176,0.058649,0.029768
WorkFlow,20,nVmax,0.422787,0.074097,0.305851,0.242266,0.058693,0.029790
WorkFlow,21,nVmax,0.083425,0.127278,0.305851,0.416143,0.173175,0.090701
WorkFlow,22,nVmax,0.151502,0.167852,0.305851,0.548803,0.301184,0.164048
WorkFlow,23,nVmax,-0.433051,0.250405,0.305851,0.818717,0.670298,0.425803
WorkFlow,24,nVmax,-0.531078,0.249179,0.305851,0.814707,0.663748,0.420128
WorkFlow,25,nVmax,0.161248,0.095739,0.305851,0.313025,0.097985,0.050255
WorkFlow,26,nVmax,-0.142317,0.114468,0.305851,0.374260,0.140070,0.072676
WorkFlow,27,nVmax,0.270801,0.095763,0.305851,0.313103,0.098033,0.050281
WorkFlow,28,nVmax,-0.391163,0.141496,0.305851,0.462631,0.214027,0.113449
WorkFlow,29,nVmax,0.000615,0.068171,0.305851,0.222889,0.049679,0.025156
WorkFlow,30,nVmax,-0.067245,0.179644,0.305851,0.587360,0.344991,0.190674
WorkFlow,31,nVmax,0.062922,0.166349,0.305851,0.543889,0.295816,0.160843
WorkFlow,32,nVmax,-0.223881,0.208283,0.305851,0.680996,0.463755,0.267713
WorkFlow,33,nVmax,-0.058419,0.183235,0.305851,0.599100,0.358921,0.199326
WorkFlow,34,nVmax,-0.332718,0.138364,0.305851,0.452391,0.204658,0.108180
WorkFlow,35,nVmax,0.611837,0.099362,0.305851,0.324869,0.105540,0.054241
WorkFlow,36,nVmax,0.233263,0.080123,0.305851,0.261968,0.068627,0.034923
WorkFlow,37,nVmax,0.223957,0.073066,0.305851,0.238895,0.057071,0.028955
WorkFlow,38,nVmax,-0.177563,0.108530,0.305851,0.354846,0.125915,0.065075
WorkFlow,39,nVmax,0.107014,0.131445,0.305851,0.429769,0.184701,0.097061
WorkFlow,40,nVmax,0.235458,0.069432,0.305851,0.227014,0.051535,0.026108
WorkFlow,41,nVmax,-0.211483,0.136245,0.305851,0.445463,0.198438,0.104700
WorkFlow,42,nVmax,0.382886,0.073818,0.305851,0.241352,0.058251,0.029562
WorkFlow,43,nVmax,0.230260,0.181843,0.305851,0.594549,0.353489,0.195941
WorkFlow,44,nVmax,0.119760,0.071195,0.305851,0.232776,0.054185,0.027470
WorkFlow,45,nVmax,0.262419,0.062471,0.305851,0.204253,0.041719,0.021082
WorkFlow,46,nVmax,-0.330912,0.120826,0.305851,0.395048,0.156063,0.081339
WorkFlow,47,nVmax,0.118982,0.112284,0.305851,0.367121,0.134778,0.069827
WorkFlow,48,nVmax,0.005324,0.139141,0.305851,0.454931,0.206962,0.109473
WorkFlow,49,nVmax,0.380596,0.097940,0.305851,0.320220,0.102541,0.052657
WorkFlow,50,nVmax,0.388877,0.100543,0.305851,0.328733,0.108065,0.055577
WorkFlow,51,nVmax,0.144489,0.098452,0.305851,0.321894,0.103616,0.053224
WorkFlow,52,nVmax,-0.127179,0.212768,0.305851,0.695660,0.483942,0.281628
WorkFlow,53,nVmax,0.217784,0.097129,0.305851,0.317571,0.100852,0.051766
WorkFlow,54,nVmax,-0.206401,0.091579,0.305851,0.299423,0.089654,0.045880
WorkFlow,55,nVmax,0.115741,0.111710,0.305851,0.365244,0.133403,0.069088
WorkFlow,56,nVmax,0.296468,0.070558,0.305851,0.230695,0.053220,0.026974
WorkFlow,57,nVmax,0.037676,0.108233,0.305851,0.353875,0.125228,0.064707
WorkFlow,58,nVmax,-0.056112,0.049230,0.305851,0.160962,0.025909,0.013039
WorkFlow,59,nVmax,-0.134272,0.134473,0.305851,0.439670,0.193310,0.101841
WorkFlow,60,nVmax,-0.142809,0.109088,0.305851,0.356670,0.127214,0.065770
WorkFlow,1,nKm,-0.286551,0.176783,0.397755,0.444453,0.197539,0.104198
WorkFlow,2,nKm,-0.229922,0.179112,0.397755,0.450308,0.202777,0.107127
WorkFlow,3,nKm,0.320722,0.205499,0.397755,0.516647,0.266924,0.143801
WorkFlow,4,nKm,-0.065771,0.199894,0.397755,0.502557,0.252564,0.135456
WorkFlow,5,nKm,0.332925,0.197294,0.397755,0.496018,0.246034,0.131688
WorkFlow,6,nKm,0.218821,0.192242,0.397755,0.483319,0.233598,0.124556
WorkFlow,7,nKm,0.082921,0.219750,0.397755,0.552475,0.305229,0.166471
WorkFlow,8,nKm,0.470834,0.212912,0.397755,0.535284,0.286529,0.155328
WorkFlow,9,nKm,-0.139220,0.164209,0.397755,0.412840,0.170437,0.089196
WorkFlow,10,nKm,-0.051245,0.202834,0.397755,0.509947,0.260046,0.139794
